Epoch	Learning Rate	Train Loss	Train Acc.	Test Loss	Test Acc.	
1.000000	0.001000	1.780814	0.455268	0.000000	0.000000	
2.000000	0.001000	0.626537	0.769384	0.000000	0.000000	
3.000000	0.001000	0.330694	0.874751	0.000000	0.000000	
4.000000	0.001000	0.199867	0.920477	0.000000	0.000000	
5.000000	0.001000	0.154936	0.950298	0.000000	0.000000	
6.000000	0.001000	0.128419	0.956262	0.000000	0.000000	
7.000000	0.001000	0.066208	0.976143	0.000000	0.000000	
8.000000	0.001000	0.050000	0.986083	0.000000	0.000000	
9.000000	0.001000	0.044562	0.984095	0.000000	0.000000	
10.000000	0.001000	0.036895	0.992048	0.000000	0.000000	
11.000000	0.001000	0.048272	0.986083	0.000000	0.000000	
12.000000	0.001000	0.051990	0.982107	0.000000	0.000000	
13.000000	0.001000	0.069827	0.986083	0.000000	0.000000	
14.000000	0.001000	0.057400	0.974155	0.000000	0.000000	
15.000000	0.001000	0.051978	0.984095	0.000000	0.000000	
16.000000	0.001000	0.043561	0.988072	0.000000	0.000000	
17.000000	0.001000	0.060777	0.982107	0.000000	0.000000	
18.000000	0.001000	0.032637	0.994036	0.000000	0.000000	
19.000000	0.001000	0.030145	0.994036	0.000000	0.000000	
20.000000	0.001000	0.015779	0.992048	0.000000	0.000000	
21.000000	0.000100	0.033484	0.992048	0.000000	0.000000	
22.000000	0.000100	0.005623	0.998012	0.000000	0.000000	
23.000000	0.000100	0.006243	0.998012	0.000000	0.000000	
24.000000	0.000100	0.008978	0.996024	0.000000	0.000000	
25.000000	0.000100	0.003538	1.000000	0.000000	0.000000	
26.000000	0.000100	0.007197	0.996024	0.000000	0.000000	
27.000000	0.000100	0.004453	1.000000	0.000000	0.000000	
28.000000	0.000100	0.005100	1.000000	0.000000	0.000000	
29.000000	0.000100	0.005846	0.998012	0.000000	0.000000	
30.000000	0.000100	0.001726	1.000000	0.000000	0.000000	
31.000000	0.000100	0.004452	1.000000	0.000000	0.000000	
32.000000	0.000100	0.003374	1.000000	0.000000	0.000000	
33.000000	0.000100	0.002003	1.000000	0.000000	0.000000	
34.000000	0.000100	0.002503	1.000000	0.000000	0.000000	
35.000000	0.000100	0.002772	1.000000	0.000000	0.000000	
36.000000	0.000100	0.002638	1.000000	0.000000	0.000000	
37.000000	0.000100	0.001565	1.000000	0.000000	0.000000	
38.000000	0.000100	0.002212	1.000000	0.000000	0.000000	
39.000000	0.000100	0.004130	0.998012	0.000000	0.000000	
40.000000	0.000100	0.001557	1.000000	0.000000	0.000000	
41.000000	0.000010	0.007449	0.998012	0.000000	0.000000	
42.000000	0.000010	0.002204	1.000000	0.000000	0.000000	
43.000000	0.000010	0.001272	1.000000	0.000000	0.000000	
44.000000	0.000010	0.000932	1.000000	0.000000	0.000000	
45.000000	0.000010	0.003448	1.000000	0.000000	0.000000	
46.000000	0.000010	0.001749	1.000000	0.000000	0.000000	
47.000000	0.000010	0.001807	1.000000	0.000000	0.000000	
48.000000	0.000010	0.009404	0.996024	0.000000	0.000000	
49.000000	0.000010	0.003539	0.998012	0.000000	0.000000	
50.000000	0.000010	0.001498	1.000000	0.000000	0.000000	
51.000000	0.000010	0.001283	1.000000	0.000000	0.000000	
52.000000	0.000010	0.002721	1.000000	0.000000	0.000000	
53.000000	0.000010	0.001382	1.000000	0.000000	0.000000	
54.000000	0.000010	0.001579	1.000000	0.000000	0.000000	
55.000000	0.000010	0.005892	0.998012	0.000000	0.000000	
56.000000	0.000010	0.001756	1.000000	0.000000	0.000000	
57.000000	0.000010	0.003577	0.998012	0.000000	0.000000	
58.000000	0.000010	0.005923	0.998012	0.000000	0.000000	
59.000000	0.000010	0.002229	1.000000	0.000000	0.000000	
60.000000	0.000010	0.006774	0.998012	0.000000	0.000000	
61.000000	0.000001	0.008079	0.996024	0.000000	0.000000	
62.000000	0.000001	0.001769	1.000000	0.000000	0.000000	
63.000000	0.000001	0.002304	1.000000	0.000000	0.000000	
64.000000	0.000001	0.002002	1.000000	0.000000	0.000000	
65.000000	0.000001	0.000910	1.000000	0.000000	0.000000	
66.000000	0.000001	0.006865	0.996024	0.000000	0.000000	
67.000000	0.000001	0.001775	1.000000	0.000000	0.000000	
68.000000	0.000001	0.007225	0.998012	0.000000	0.000000	
69.000000	0.000001	0.001173	1.000000	0.000000	0.000000	
70.000000	0.000001	0.000683	1.000000	0.000000	0.000000	
71.000000	0.000001	0.002988	1.000000	0.000000	0.000000	
72.000000	0.000001	0.004350	0.998012	0.000000	0.000000	
73.000000	0.000001	0.000724	1.000000	0.000000	0.000000	
74.000000	0.000001	0.001624	1.000000	0.000000	0.000000	
75.000000	0.000001	0.003801	0.998012	0.000000	0.000000	
76.000000	0.000001	0.001953	1.000000	0.000000	0.000000	
77.000000	0.000001	0.000930	1.000000	0.000000	0.000000	
78.000000	0.000001	0.002791	1.000000	0.000000	0.000000	
79.000000	0.000001	0.002442	1.000000	0.000000	0.000000	
80.000000	0.000001	0.001298	1.000000	0.000000	0.000000	
81.000000	0.000000	0.005216	0.998012	0.000000	0.000000	
82.000000	0.000000	0.003723	0.998012	0.000000	0.000000	
83.000000	0.000000	0.002209	1.000000	0.000000	0.000000	
84.000000	0.000000	0.003766	0.998012	0.000000	0.000000	
85.000000	0.000000	0.002852	1.000000	0.000000	0.000000	
86.000000	0.000000	0.004494	1.000000	0.000000	0.000000	
87.000000	0.000000	0.002677	1.000000	0.000000	0.000000	
88.000000	0.000000	0.008125	0.998012	0.000000	0.000000	
89.000000	0.000000	0.000932	1.000000	0.000000	0.000000	
90.000000	0.000000	0.003937	0.998012	0.000000	0.000000	
91.000000	0.000000	0.006550	0.998012	0.000000	0.000000	
92.000000	0.000000	0.001845	1.000000	0.000000	0.000000	
93.000000	0.000000	0.002453	1.000000	0.000000	0.000000	
94.000000	0.000000	0.000634	1.000000	0.000000	0.000000	
95.000000	0.000000	0.001812	1.000000	0.000000	0.000000	
96.000000	0.000000	0.004067	0.998012	0.000000	0.000000	
97.000000	0.000000	0.001227	1.000000	0.000000	0.000000	
98.000000	0.000000	0.007741	0.998012	0.000000	0.000000	
99.000000	0.000000	0.003200	0.998012	0.000000	0.000000	
100.000000	0.000000	0.006146	0.996024	0.000000	0.000000	
101.000000	0.000000	0.003019	1.000000	0.000000	0.000000	
102.000000	0.000000	0.001163	1.000000	0.000000	0.000000	
103.000000	0.000000	0.014994	0.998012	0.000000	0.000000	
104.000000	0.000000	0.010037	0.996024	0.000000	0.000000	
105.000000	0.000000	0.001813	1.000000	0.000000	0.000000	
106.000000	0.000000	0.001984	1.000000	0.000000	0.000000	
107.000000	0.000000	0.003878	1.000000	0.000000	0.000000	
108.000000	0.000000	0.010108	0.998012	0.000000	0.000000	
109.000000	0.000000	0.001213	1.000000	0.000000	0.000000	
110.000000	0.000000	0.002858	1.000000	0.000000	0.000000	
111.000000	0.000000	0.002714	1.000000	0.000000	0.000000	
112.000000	0.000000	0.001832	1.000000	0.000000	0.000000	
113.000000	0.000000	0.010897	0.998012	0.000000	0.000000	
114.000000	0.000000	0.004931	0.998012	0.000000	0.000000	
115.000000	0.000000	0.002991	0.998012	0.000000	0.000000	
116.000000	0.000000	0.000478	1.000000	0.000000	0.000000	
117.000000	0.000000	0.003967	0.998012	0.000000	0.000000	
118.000000	0.000000	0.003143	0.998012	0.000000	0.000000	
119.000000	0.000000	0.001630	1.000000	0.000000	0.000000	
120.000000	0.000000	0.005162	0.998012	0.000000	0.000000	
121.000000	0.000000	0.002427	1.000000	0.000000	0.000000	
122.000000	0.000000	0.001600	1.000000	0.000000	0.000000	
123.000000	0.000000	0.002771	1.000000	0.000000	0.000000	
124.000000	0.000000	0.001288	1.000000	0.000000	0.000000	
125.000000	0.000000	0.003572	0.998012	0.000000	0.000000	
126.000000	0.000000	0.001822	1.000000	0.000000	0.000000	
127.000000	0.000000	0.007804	0.998012	0.000000	0.000000	
128.000000	0.000000	0.007580	0.998012	0.000000	0.000000	
129.000000	0.000000	0.000765	1.000000	0.000000	0.000000	
130.000000	0.000000	0.000905	1.000000	0.000000	0.000000	
