Epoch	Learning Rate	Train Loss	Train Acc.	Test Loss	Test Acc.	
1.000000	0.001000	1.540132	0.495637	0.000000	0.000000	
2.000000	0.001000	0.612869	0.776614	0.000000	0.000000	
3.000000	0.001000	0.357627	0.876091	0.000000	0.000000	
4.000000	0.001000	0.252147	0.909250	0.000000	0.000000	
5.000000	0.001000	0.186335	0.921466	0.000000	0.000000	
6.000000	0.001000	0.134526	0.958115	0.000000	0.000000	
7.000000	0.001000	0.115017	0.958115	0.000000	0.000000	
8.000000	0.001000	0.106855	0.956370	0.000000	0.000000	
9.000000	0.001000	0.090077	0.972077	0.000000	0.000000	
10.000000	0.001000	0.064013	0.979058	0.000000	0.000000	
11.000000	0.001000	0.054914	0.979058	0.000000	0.000000	
12.000000	0.001000	0.065272	0.975567	0.000000	0.000000	
13.000000	0.001000	0.027997	0.991274	0.000000	0.000000	
14.000000	0.001000	0.048491	0.986038	0.000000	0.000000	
15.000000	0.001000	0.034206	0.984293	0.000000	0.000000	
16.000000	0.001000	0.035552	0.989529	0.000000	0.000000	
17.000000	0.001000	0.034991	0.987784	0.000000	0.000000	
18.000000	0.001000	0.012790	0.998255	0.000000	0.000000	
19.000000	0.001000	0.031470	0.991274	0.000000	0.000000	
20.000000	0.001000	0.014753	0.996510	0.000000	0.000000	
21.000000	0.000100	0.015661	0.994764	0.000000	0.000000	
22.000000	0.000100	0.018935	0.993019	0.000000	0.000000	
23.000000	0.000100	0.013013	0.996510	0.000000	0.000000	
24.000000	0.000100	0.006222	1.000000	0.000000	0.000000	
25.000000	0.000100	0.014160	0.994764	0.000000	0.000000	
26.000000	0.000100	0.008945	0.996510	0.000000	0.000000	
27.000000	0.000100	0.013364	0.993019	0.000000	0.000000	
28.000000	0.000100	0.005190	1.000000	0.000000	0.000000	
29.000000	0.000100	0.010012	0.996510	0.000000	0.000000	
30.000000	0.000100	0.007072	0.998255	0.000000	0.000000	
31.000000	0.000100	0.002227	1.000000	0.000000	0.000000	
32.000000	0.000100	0.004194	0.998255	0.000000	0.000000	
33.000000	0.000100	0.007382	0.998255	0.000000	0.000000	
34.000000	0.000100	0.002670	1.000000	0.000000	0.000000	
35.000000	0.000100	0.007168	0.998255	0.000000	0.000000	
36.000000	0.000100	0.003201	1.000000	0.000000	0.000000	
37.000000	0.000100	0.006268	0.998255	0.000000	0.000000	
38.000000	0.000100	0.004396	0.998255	0.000000	0.000000	
39.000000	0.000100	0.002423	1.000000	0.000000	0.000000	
40.000000	0.000100	0.004452	0.998255	0.000000	0.000000	
41.000000	0.000010	0.002978	1.000000	0.000000	0.000000	
42.000000	0.000010	0.002388	1.000000	0.000000	0.000000	
43.000000	0.000010	0.003639	0.998255	0.000000	0.000000	
44.000000	0.000010	0.012101	0.993019	0.000000	0.000000	
45.000000	0.000010	0.012095	0.994764	0.000000	0.000000	
46.000000	0.000010	0.008556	0.996510	0.000000	0.000000	
47.000000	0.000010	0.008218	0.996510	0.000000	0.000000	
48.000000	0.000010	0.002041	1.000000	0.000000	0.000000	
49.000000	0.000010	0.002630	1.000000	0.000000	0.000000	
50.000000	0.000010	0.006345	0.998255	0.000000	0.000000	
51.000000	0.000010	0.002486	1.000000	0.000000	0.000000	
52.000000	0.000010	0.005094	1.000000	0.000000	0.000000	
53.000000	0.000010	0.000986	1.000000	0.000000	0.000000	
54.000000	0.000010	0.004331	1.000000	0.000000	0.000000	
55.000000	0.000010	0.001143	1.000000	0.000000	0.000000	
56.000000	0.000010	0.002202	1.000000	0.000000	0.000000	
57.000000	0.000010	0.002363	1.000000	0.000000	0.000000	
58.000000	0.000010	0.004274	0.998255	0.000000	0.000000	
59.000000	0.000010	0.001010	1.000000	0.000000	0.000000	
60.000000	0.000010	0.004795	0.998255	0.000000	0.000000	
61.000000	0.000001	0.008427	0.996510	0.000000	0.000000	
62.000000	0.000001	0.007003	0.996510	0.000000	0.000000	
63.000000	0.000001	0.008967	0.996510	0.000000	0.000000	
64.000000	0.000001	0.002048	1.000000	0.000000	0.000000	
65.000000	0.000001	0.009875	0.996510	0.000000	0.000000	
66.000000	0.000001	0.003047	1.000000	0.000000	0.000000	
67.000000	0.000001	0.006048	0.998255	0.000000	0.000000	
68.000000	0.000001	0.003808	0.998255	0.000000	0.000000	
69.000000	0.000001	0.003650	0.998255	0.000000	0.000000	
70.000000	0.000001	0.009135	0.994764	0.000000	0.000000	
71.000000	0.000001	0.002585	1.000000	0.000000	0.000000	
72.000000	0.000001	0.002674	1.000000	0.000000	0.000000	
73.000000	0.000001	0.001501	1.000000	0.000000	0.000000	
74.000000	0.000001	0.006228	0.998255	0.000000	0.000000	
75.000000	0.000001	0.001434	1.000000	0.000000	0.000000	
76.000000	0.000001	0.004192	1.000000	0.000000	0.000000	
77.000000	0.000001	0.005853	0.998255	0.000000	0.000000	
78.000000	0.000001	0.002202	0.998255	0.000000	0.000000	
79.000000	0.000001	0.007193	0.996510	0.000000	0.000000	
80.000000	0.000001	0.002348	1.000000	0.000000	0.000000	
81.000000	0.000000	0.001696	1.000000	0.000000	0.000000	
82.000000	0.000000	0.002213	1.000000	0.000000	0.000000	
83.000000	0.000000	0.005289	1.000000	0.000000	0.000000	
84.000000	0.000000	0.009369	0.994764	0.000000	0.000000	
85.000000	0.000000	0.005084	0.998255	0.000000	0.000000	
86.000000	0.000000	0.004119	0.998255	0.000000	0.000000	
87.000000	0.000000	0.002305	1.000000	0.000000	0.000000	
88.000000	0.000000	0.001299	1.000000	0.000000	0.000000	
89.000000	0.000000	0.002132	1.000000	0.000000	0.000000	
90.000000	0.000000	0.006186	0.998255	0.000000	0.000000	
91.000000	0.000000	0.002203	1.000000	0.000000	0.000000	
92.000000	0.000000	0.000995	1.000000	0.000000	0.000000	
93.000000	0.000000	0.003128	1.000000	0.000000	0.000000	
94.000000	0.000000	0.005779	0.996510	0.000000	0.000000	
95.000000	0.000000	0.001820	1.000000	0.000000	0.000000	
96.000000	0.000000	0.003174	1.000000	0.000000	0.000000	
97.000000	0.000000	0.001529	1.000000	0.000000	0.000000	
98.000000	0.000000	0.005738	0.998255	0.000000	0.000000	
99.000000	0.000000	0.005212	0.998255	0.000000	0.000000	
100.000000	0.000000	0.006167	0.998255	0.000000	0.000000	
101.000000	0.000000	0.008106	0.998255	0.000000	0.000000	
102.000000	0.000000	0.001632	1.000000	0.000000	0.000000	
103.000000	0.000000	0.006622	0.996510	0.000000	0.000000	
104.000000	0.000000	0.005974	0.998255	0.000000	0.000000	
105.000000	0.000000	0.005173	0.998255	0.000000	0.000000	
106.000000	0.000000	0.002674	1.000000	0.000000	0.000000	
107.000000	0.000000	0.002807	1.000000	0.000000	0.000000	
108.000000	0.000000	0.003450	1.000000	0.000000	0.000000	
109.000000	0.000000	0.002186	1.000000	0.000000	0.000000	
110.000000	0.000000	0.001860	1.000000	0.000000	0.000000	
111.000000	0.000000	0.004774	0.998255	0.000000	0.000000	
112.000000	0.000000	0.002865	0.998255	0.000000	0.000000	
113.000000	0.000000	0.002788	1.000000	0.000000	0.000000	
114.000000	0.000000	0.004680	1.000000	0.000000	0.000000	
115.000000	0.000000	0.004608	0.998255	0.000000	0.000000	
116.000000	0.000000	0.001654	1.000000	0.000000	0.000000	
117.000000	0.000000	0.002424	1.000000	0.000000	0.000000	
118.000000	0.000000	0.003153	1.000000	0.000000	0.000000	
119.000000	0.000000	0.005133	0.996510	0.000000	0.000000	
120.000000	0.000000	0.001746	1.000000	0.000000	0.000000	
121.000000	0.000000	0.003924	0.998255	0.000000	0.000000	
122.000000	0.000000	0.009455	0.996510	0.000000	0.000000	
123.000000	0.000000	0.001260	1.000000	0.000000	0.000000	
124.000000	0.000000	0.008770	0.994764	0.000000	0.000000	
125.000000	0.000000	0.001641	1.000000	0.000000	0.000000	
126.000000	0.000000	0.002592	1.000000	0.000000	0.000000	
127.000000	0.000000	0.004621	0.998255	0.000000	0.000000	
128.000000	0.000000	0.005692	0.998255	0.000000	0.000000	
129.000000	0.000000	0.002079	1.000000	0.000000	0.000000	
130.000000	0.000000	0.002255	1.000000	0.000000	0.000000	
131.000000	0.000000	0.004193	0.998255	0.000000	0.000000	
132.000000	0.000000	0.008014	0.996510	0.000000	0.000000	
133.000000	0.000000	0.006966	0.998255	0.000000	0.000000	
134.000000	0.000000	0.004502	0.998255	0.000000	0.000000	
135.000000	0.000000	0.008619	0.996510	0.000000	0.000000	
136.000000	0.000000	0.002432	1.000000	0.000000	0.000000	
137.000000	0.000000	0.001250	1.000000	0.000000	0.000000	
138.000000	0.000000	0.004112	0.998255	0.000000	0.000000	
139.000000	0.000000	0.001722	1.000000	0.000000	0.000000	
